time,time_epoch,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,condition
2023-12-24 00:00:00,1703376000,10.8,51.4,0,23.5,37.8,238,WSW,1008.0,29.77,0.0,0.0,92,100,7.1,44.8,7.1,44.8,10.8,51.4,9.5,49.1,0,45,0,0,10.0,6.0,35.0,56.3,1.0,Overcast
2023-12-24 01:00:00,1703379600,11.4,52.5,0,21.9,35.3,242,WSW,1008.0,29.76,0.01,0.0,88,100,8.0,46.5,8.0,46.5,11.4,52.4,9.5,49.1,0,45,0,0,10.0,6.0,33.3,53.5,1.0,Patchy rain possible
2023-12-24 02:00:00,1703383200,11.5,52.7,0,21.5,34.6,241,WSW,1007.0,29.74,0.02,0.0,91,100,8.2,46.8,8.2,46.8,11.5,52.7,10.0,50.0,0,45,0,0,10.0,6.0,31.9,51.4,1.0,Patchy rain possible
2023-12-24 03:00:00,1703386800,11.7,53.0,0,21.7,34.9,243,WSW,1007.0,29.73,0.04,0.0,92,100,8.5,47.2,8.5,47.2,11.7,53.0,10.4,50.8,0,45,0,0,10.0,6.0,33.0,53.1,1.0,Patchy rain possible
2023-12-24 04:00:00,1703390400,12.0,53.5,0,21.5,34.6,247,WSW,1007.0,29.73,0.01,0.0,89,100,8.9,48.0,8.9,48.0,12.0,53.5,10.2,50.4,0,45,0,0,10.0,6.0,32.1,51.6,1.0,Patchy rain possible
2023-12-24 05:00:00,1703394000,11.7,53.0,0,20.4,32.8,248,WSW,1007.0,29.72,0.0,0.0,94,100,8.6,47.5,8.6,47.5,11.7,53.0,10.8,51.4,0,0,0,0,10.0,6.0,30.7,49.4,1.0,Overcast
2023-12-24 06:00:00,1703397600,11.8,53.3,0,20.6,33.1,246,WSW,1006.0,29.72,0.0,0.0,94,100,8.8,47.8,8.8,47.8,11.8,53.3,10.9,51.7,0,0,0,0,10.0,6.0,31.1,50.0,1.0,Overcast
2023-12-24 07:00:00,1703401200,12.3,54.1,0,21.0,33.8,245,WSW,1006.0,29.71,0.0,0.0,88,100,9.3,48.8,9.3,48.8,12.3,54.1,10.4,50.6,0,45,0,0,10.0,6.0,31.9,51.4,1.0,Overcast
2023-12-24 08:00:00,1703404800,12.0,53.6,0,21.5,34.6,238,WSW,1006.0,29.7,0.06,0.0,90,100,8.9,48.0,8.9,48.0,12.0,53.5,10.3,50.6,0,45,0,0,10.0,6.0,32.5,52.2,1.0,Patchy rain possible
2023-12-24 09:00:00,1703408400,11.8,53.3,1,21.3,34.2,236,WSW,1006.0,29.7,0.05,0.0,90,100,8.7,47.7,8.7,47.7,11.8,53.3,10.3,50.5,0,45,0,0,10.0,6.0,32.0,51.4,3.0,Patchy rain possible
2023-12-24 10:00:00,1703412000,12.0,53.5,1,21.0,33.8,238,WSW,1006.0,29.7,0.22,0.01,90,100,8.9,48.0,8.9,48.0,12.0,53.5,10.4,50.6,1,100,0,0,2.0,1.0,31.3,50.3,3.0,Light drizzle
2023-12-24 11:00:00,1703415600,12.0,53.6,1,21.5,34.6,237,WSW,1006.0,29.7,0.01,0.0,91,100,8.9,48.1,8.9,48.1,12.0,53.6,10.5,51.0,0,45,0,0,10.0,6.0,31.8,51.2,3.0,Patchy rain possible
2023-12-24 12:00:00,1703419200,11.9,53.3,1,23.0,37.1,236,WSW,1005.0,29.67,0.0,0.0,93,100,8.6,47.5,8.6,47.5,11.9,53.3,10.8,51.5,0,45,0,0,10.0,6.0,34.1,54.9,3.0,Overcast
