time,time_epoch,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,condition
2023-12-21 00:00:00,1703116800,10.2,50.4,0,18.6,29.9,275,W,1013.0,29.91,0.03,0.0,85,100,6.9,44.4,6.9,44.4,10.2,50.4,7.8,46.1,0,45,0,0,10.0,6.0,27.9,44.9,1.0,Patchy rain possible
2023-12-21 01:00:00,1703120400,10.2,50.4,0,18.1,29.2,269,W,1012.0,29.88,0.01,0.0,83,100,6.9,44.5,6.9,44.5,10.2,50.4,7.5,45.5,0,45,0,0,10.0,6.0,27.6,44.5,1.0,Patchy rain possible
2023-12-21 02:00:00,1703124000,10.3,50.5,0,17.9,28.8,272,W,1011.0,29.86,0.05,0.0,86,100,7.0,44.6,7.0,44.6,10.3,50.5,8.0,46.4,0,45,0,0,10.0,6.0,27.0,43.5,1.0,Patchy rain possible
2023-12-21 03:00:00,1703127600,10.3,50.5,0,19.0,30.6,273,W,1011.0,29.86,0.01,0.0,88,100,6.9,44.5,6.9,44.5,10.3,50.5,8.3,47.0,0,45,0,0,10.0,6.0,28.5,45.8,1.0,Patchy rain possible
2023-12-21 04:00:00,1703131200,10.5,50.9,0,21.0,33.8,272,W,1010.0,29.83,0.0,0.0,88,100,7.0,44.6,7.0,44.6,10.5,50.9,8.6,47.4,0,0,0,0,10.0,6.0,31.0,50.0,1.0,Overcast
2023-12-21 05:00:00,1703134800,10.5,51.0,0,22.1,35.6,273,W,1009.0,29.81,0.0,0.0,88,100,6.9,44.5,6.9,44.5,10.5,51.0,8.7,47.7,0,0,0,0,10.0,6.0,32.6,52.5,1.0,Overcast
2023-12-21 06:00:00,1703138400,10.7,51.3,0,21.9,35.3,275,W,1009.0,29.79,0.0,0.0,86,100,7.2,45.0,7.2,45.0,10.8,51.4,8.5,47.3,0,0,0,0,10.0,6.0,33.0,53.0,1.0,Overcast
2023-12-21 07:00:00,1703142000,11.2,52.1,0,23.7,38.2,280,W,1008.0,29.78,0.0,0.0,83,100,7.6,45.7,7.6,45.7,11.2,52.1,8.3,47.0,0,0,0,0,10.0,6.0,35.5,57.1,1.0,Overcast
2023-12-21 08:00:00,1703145600,11.2,52.2,0,23.0,37.1,284,WNW,1008.0,29.78,0.0,0.0,82,100,7.8,46.0,7.8,46.0,11.2,52.2,8.3,47.0,0,0,0,0,10.0,6.0,34.2,55.1,1.0,Overcast
2023-12-21 09:00:00,1703149200,11.4,52.5,1,24.2,38.9,284,WNW,1008.0,29.76,0.02,0.0,80,100,7.9,46.2,7.9,46.2,11.4,52.5,8.0,46.4,0,45,0,0,10.0,6.0,36.4,58.6,3.0,Patchy rain possible
2023-12-21 10:00:00,1703152800,11.6,53.0,1,25.5,41.0,284,WNW,1008.0,29.76,0.0,0.0,78,100,8.1,46.6,8.1,46.6,11.7,53.0,8.0,46.3,0,45,0,0,10.0,6.0,38.3,61.7,3.0,Overcast
2023-12-21 11:00:00,1703156400,11.6,52.9,1,25.7,41.4,285,WNW,1008.0,29.76,0.02,0.0,78,100,8.1,46.5,8.1,46.5,11.6,52.9,8.0,46.4,0,45,0,0,10.0,6.0,38.4,61.7,3.0,Patchy rain possible
