time,time_epoch,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,condition
2023-12-20 00:00:00,1703030400,5.6,42.1,0,13.0,20.9,278,W,1022.0,30.17,0.0,0.0,80,26,1.8,35.2,1.8,35.2,5.6,42.1,2.5,36.6,0,0,0,0,10.0,6.0,22.1,35.6,1.0,Partly cloudy
2023-12-20 01:00:00,1703034000,5.5,42.0,0,13.6,22.0,282,WNW,1022.0,30.17,0.0,0.0,80,44,1.5,34.8,1.5,34.8,5.6,42.0,2.5,36.4,0,0,0,0,10.0,6.0,23.1,37.2,1.0,Partly cloudy
2023-12-20 02:00:00,1703037600,5.6,42.1,0,13.6,22.0,281,WNW,1022.0,30.17,0.0,0.0,80,99,1.7,35.0,1.7,35.0,5.6,42.2,2.5,36.5,0,0,0,0,10.0,6.0,23.3,37.4,1.0,Overcast
2023-12-20 03:00:00,1703041200,6.8,44.2,0,15.4,24.8,284,WNW,1021.0,30.16,0.01,0.0,76,100,2.8,37.1,2.8,37.1,6.8,44.2,2.8,37.0,0,45,0,0,10.0,6.0,24.0,38.7,1.0,Patchy rain possible
2023-12-20 04:00:00,1703044800,6.8,44.3,0,14.8,23.8,276,W,1021.0,30.14,0.0,0.0,78,100,3.0,37.3,3.0,37.3,6.8,44.3,3.2,37.8,0,45,0,0,10.0,6.0,23.1,37.1,1.0,Overcast
2023-12-20 05:00:00,1703048400,7.0,44.7,0,15.9,25.6,274,W,1021.0,30.14,0.0,0.0,79,97,3.1,37.5,3.1,37.5,7.0,44.7,3.7,38.6,0,0,0,0,10.0,6.0,24.7,39.7,1.0,Overcast
2023-12-20 06:00:00,1703052000,7.0,44.6,0,15.7,25.2,271,W,1020.0,30.14,0.0,0.0,80,100,3.1,37.5,3.1,37.5,7.0,44.6,3.9,39.0,0,0,0,0,10.0,6.0,24.6,39.6,1.0,Overcast
2023-12-20 07:00:00,1703055600,7.2,45.0,0,15.7,25.2,274,W,1021.0,30.14,0.0,0.0,82,100,3.3,38.0,3.3,38.0,7.2,45.0,4.3,39.7,0,45,0,0,10.0,6.0,24.3,39.1,1.0,Overcast
2023-12-20 08:00:00,1703059200,7.5,45.4,0,14.1,22.7,271,W,1021.0,30.14,0.02,0.0,83,100,3.9,39.0,3.9,39.0,7.5,45.4,4.8,40.7,0,45,0,0,10.0,6.0,22.4,36.1,1.0,Patchy rain possible
2023-12-20 09:00:00,1703062800,7.6,45.7,1,13.6,22.0,275,W,1021.0,30.14,0.0,0.0,82,100,4.1,39.4,4.1,39.4,7.6,45.7,4.7,40.4,0,0,0,0,10.0,6.0,21.9,35.2,2.0,Overcast
2023-12-20 10:00:00,1703066400,8.2,46.8,1,14.1,22.7,274,W,1021.0,30.14,0.0,0.0,80,100,4.8,40.7,4.8,40.7,8.2,46.8,4.9,40.8,0,0,0,0,10.0,6.0,21.6,34.8,2.0,Overcast
2023-12-20 11:00:00,1703070000,9.0,48.1,1,15.4,24.8,273,W,1020.0,30.12,0.0,0.0,78,100,5.6,42.1,5.6,42.1,9.0,48.1,5.3,41.5,0,45,0,0,10.0,6.0,23.0,37.0,2.0,Overcast
2023-12-20 12:00:00,1703073600,9.4,48.9,1,15.7,25.2,266,W,1019.0,30.08,0.01,0.0,80,100,6.2,43.1,6.2,43.1,9.4,48.9,6.1,43.0,0,45,0,0,10.0,6.0,22.5,36.2,2.0,Patchy rain possible
2023-12-20 13:00:00,1703077200,9.4,48.9,1,17.2,27.7,266,W,1018.0,30.05,0.01,0.0,84,100,5.9,42.7,5.9,42.7,9.4,48.9,6.8,44.2,0,45,0,0,10.0,6.0,26.6,42.8,2.0,Patchy rain possible
2023-12-20 14:00:00,1703080800,9.7,49.4,1,18.6,29.9,272,W,1017.0,30.03,0.0,0.0,80,89,6.2,43.1,6.2,43.1,9.7,49.4,6.5,43.7,0,45,0,0,10.0,6.0,27.9,44.9,2.0,Overcast
2023-12-20 15:00:00,1703084400,9.1,48.3,1,17.7,28.4,271,W,1017.0,30.02,0.0,0.0,84,100,5.5,41.9,5.5,41.9,9.1,48.3,6.6,43.8,0,45,0,0,10.0,6.0,27.0,43.5,2.0,Overcast
2023-12-20 16:00:00,1703088000,9.2,48.6,0,17.4,28.1,266,W,1016.0,30.0,0.0,0.0,84,100,5.7,42.2,5.7,42.2,9.2,48.6,6.7,44.1,0,45,0,0,10.0,6.0,26.8,43.1,1.0,Overcast
2023-12-20 17:00:00,1703091600,9.4,48.9,0,19.5,31.3,271,W,1016.0,30.0,0.0,0.0,85,100,5.7,42.2,5.7,42.2,9.4,48.9,7.0,44.7,0,0,0,0,10.0,6.0,29.6,47.6,1.0,Overcast
2023-12-20 18:00:00,1703095200,9.6,49.2,0,19.2,31.0,274,W,1016.0,29.99,0.0,0.0,86,100,6.0,42.7,6.0,42.7,9.6,49.2,7.4,45.3,0,45,0,0,10.0,6.0,29.0,46.7,1.0,Overcast
2023-12-20 19:00:00,1703098800,9.7,49.4,0,17.2,27.7,279,W,1016.0,29.99,0.0,0.0,88,100,6.3,43.3,6.3,43.3,9.7,49.4,7.7,45.9,0,45,0,0,10.0,6.0,25.8,41.5,1.0,Overcast
2023-12-20 20:00:00,1703102400,9.7,49.5,0,15.9,25.6,279,W,1016.0,29.99,0.0,0.0,89,100,6.5,43.7,6.5,43.7,9.7,49.5,8.0,46.3,0,45,0,0,10.0,6.0,23.9,38.5,1.0,Overcast
2023-12-20 21:00:00,1703106000,9.9,49.8,0,15.4,24.8,279,W,1015.0,29.98,0.0,0.0,88,100,6.8,44.3,6.8,44.3,9.9,49.8,8.0,46.4,0,45,0,0,10.0,6.0,23.4,37.7,1.0,Overcast
2023-12-20 22:00:00,1703109600,9.9,49.8,0,15.7,25.2,276,W,1015.0,29.98,0.0,0.0,88,100,6.8,44.3,6.8,44.3,9.9,49.8,8.1,46.5,0,45,0,0,10.0,6.0,23.6,37.9,1.0,Overcast
2023-12-20 23:00:00,1703113200,10.0,50.0,0,15.7,25.2,278,W,1015.0,29.97,0.0,0.0,88,100,6.9,44.4,6.9,44.4,10.0,50.0,8.0,46.5,0,45,0,0,10.0,6.0,23.6,38.0,1.0,Overcast
