time,time_epoch,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,condition
2023-12-18 00:00:00,1702857600,8.2,46.8,0,15.2,24.5,215,SW,1029.0,30.39,0.0,0.0,91,50,4.7,40.4,4.7,40.4,8.2,46.8,6.9,44.4,0,0,0,0,10.0,6.0,24.8,39.9,1.0,Partly cloudy
2023-12-18 01:00:00,1702861200,8.2,46.8,0,15.2,24.5,215,SW,1029.0,30.38,0.0,0.0,91,53,4.7,40.5,4.7,40.5,8.2,46.8,6.9,44.4,0,0,0,0,10.0,6.0,24.6,39.6,1.0,Partly cloudy
2023-12-18 02:00:00,1702864800,8.4,47.2,0,15.9,25.6,215,SW,1028.0,30.37,0.0,0.0,91,62,4.9,40.8,4.9,40.8,8.4,47.2,7.0,44.7,0,0,0,0,10.0,6.0,25.2,40.5,1.0,Partly cloudy
2023-12-18 03:00:00,1702868400,8.8,47.9,0,16.3,26.3,214,SW,1028.0,30.35,0.0,0.0,90,72,5.3,41.6,5.3,41.6,8.8,47.9,7.2,45.0,0,0,0,0,10.0,6.0,25.2,40.6,1.0,Cloudy
2023-12-18 04:00:00,1702872000,9.2,48.6,0,15.7,25.2,218,SW,1027.0,30.34,0.0,0.0,89,100,5.9,42.6,5.9,42.6,9.2,48.6,7.4,45.4,0,0,0,0,10.0,6.0,24.1,38.8,1.0,Overcast
2023-12-18 05:00:00,1702875600,9.4,48.9,0,15.4,24.8,218,SW,1027.0,30.33,0.0,0.0,89,100,6.1,43.1,6.1,43.1,9.4,48.9,7.7,45.8,0,0,0,0,10.0,6.0,23.6,37.9,1.0,Overcast
2023-12-18 06:00:00,1702879200,9.4,48.8,0,15.2,24.5,214,SW,1027.0,30.32,0.0,0.0,91,100,6.2,43.1,6.2,43.1,9.4,48.8,8.0,46.3,0,0,0,0,10.0,6.0,23.3,37.5,1.0,Overcast
2023-12-18 07:00:00,1702882800,9.5,49.1,0,15.4,24.8,215,SW,1026.0,30.31,0.0,0.0,92,100,6.3,43.3,6.3,43.3,9.5,49.0,8.3,47.0,0,0,0,0,10.0,6.0,23.5,37.8,1.0,Overcast
2023-12-18 08:00:00,1702886400,9.7,49.5,0,15.7,25.2,215,SW,1027.0,30.32,0.0,0.0,94,100,6.6,43.8,6.6,43.8,9.7,49.5,8.8,47.8,0,0,0,0,10.0,6.0,23.8,38.3,1.0,Overcast
2023-12-18 09:00:00,1702890000,10.2,50.3,1,15.9,25.6,214,SW,1026.0,30.3,0.0,0.0,93,100,7.1,44.8,7.1,44.8,10.2,50.3,9.2,48.5,0,45,0,0,10.0,6.0,24.1,38.7,3.0,Overcast
2023-12-18 10:00:00,1702893600,10.7,51.3,1,16.6,26.6,216,SW,1026.0,30.31,0.0,0.0,92,100,7.8,46.0,7.8,46.0,10.7,51.3,9.5,49.0,0,45,0,0,10.0,6.0,24.7,39.8,3.0,Overcast
2023-12-18 11:00:00,1702897200,11.0,51.8,1,16.8,27.0,218,SW,1026.0,30.3,0.17,0.01,92,100,8.1,46.5,8.1,46.5,11.0,51.8,9.8,49.6,1,100,0,0,2.0,1.0,24.7,39.7,3.0,Light drizzle
2023-12-18 12:00:00,1702900800,10.9,51.6,1,16.3,26.3,219,SW,1025.0,30.27,0.0,0.0,95,96,8.0,46.4,8.0,46.4,10.9,51.6,10.1,50.1,0,45,0,0,10.0,6.0,24.7,39.7,3.0,Overcast
2023-12-18 13:00:00,1702904400,11.2,52.2,1,16.1,25.9,219,SW,1024.0,30.25,0.0,0.0,95,100,8.4,47.2,8.4,47.2,11.2,52.2,10.5,50.9,0,45,0,0,10.0,6.0,24.1,38.8,3.0,Overcast
2023-12-18 14:00:00,1702908000,11.3,52.4,1,15.9,25.6,223,SW,1024.0,30.24,0.0,0.0,96,100,8.6,47.6,8.6,47.6,11.4,52.4,10.8,51.4,0,45,0,0,10.0,6.0,24.1,38.8,3.0,Overcast
2023-12-18 15:00:00,1702911600,11.5,52.6,1,15.2,24.5,229,SW,1024.0,30.23,0.01,0.0,97,100,8.9,47.9,8.9,47.9,11.5,52.6,10.9,51.7,0,45,0,0,10.0,6.0,23.5,37.8,3.0,Patchy rain possible
2023-12-18 16:00:00,1702915200,11.9,53.5,0,14.3,23.0,240,WSW,1024.0,30.25,0.02,0.0,92,72,9.6,49.2,9.6,49.2,11.9,53.5,10.6,51.1,0,45,0,0,10.0,6.0,22.3,35.9,1.0,Patchy rain possible
2023-12-18 17:00:00,1702918800,11.2,52.2,0,12.3,19.8,240,WSW,1024.0,30.24,0.0,0.0,90,93,9.0,48.1,9.0,48.1,11.3,52.3,9.7,49.5,0,45,0,0,10.0,6.0,20.6,33.1,1.0,Overcast
2023-12-18 18:00:00,1702922400,11.0,51.8,0,11.4,18.4,230,SW,1024.0,30.25,0.0,0.0,91,41,8.8,47.9,8.8,47.9,11.0,51.9,9.7,49.5,0,0,0,0,10.0,6.0,19.0,30.5,1.0,Partly cloudy
