,start,end,start_time,clear_sky_ghi,clear_sky_dni,clear_sky_dhi,cloudy_sky_ghi,cloudy_sky_dni,cloudy_sky_dhi
0,00:00,00:15,2023-12-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
1,00:15,00:30,2023-12-15 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2,00:30,00:45,2023-12-15 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
3,00:45,01:00,2023-12-15 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
4,01:00,01:15,2023-12-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
5,01:15,01:30,2023-12-15 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
6,01:30,01:45,2023-12-15 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
7,01:45,02:00,2023-12-15 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
8,02:00,02:15,2023-12-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
9,02:15,02:30,2023-12-15 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
10,02:30,02:45,2023-12-15 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
11,02:45,03:00,2023-12-15 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
12,03:00,03:15,2023-12-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
13,03:15,03:30,2023-12-15 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
14,03:30,03:45,2023-12-15 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
15,03:45,04:00,2023-12-15 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
16,04:00,04:15,2023-12-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
17,04:15,04:30,2023-12-15 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
18,04:30,04:45,2023-12-15 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
19,04:45,05:00,2023-12-15 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
20,05:00,05:15,2023-12-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
21,05:15,05:30,2023-12-15 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
22,05:30,05:45,2023-12-15 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
23,05:45,06:00,2023-12-15 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
24,06:00,06:15,2023-12-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
25,06:15,06:30,2023-12-15 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
26,06:30,06:45,2023-12-15 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
27,06:45,07:00,2023-12-15 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
28,07:00,07:15,2023-12-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
29,07:15,07:30,2023-12-15 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
30,07:30,07:45,2023-12-15 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
31,07:45,08:00,2023-12-15 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
32,08:00,08:15,2023-12-15 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
33,08:15,08:30,2023-12-15 08:15:00,0.89,8.15,2.41,0.34,0.0,0.34
34,08:30,08:45,2023-12-15 08:30:00,4.5,36.17,5.35,2.14,0.0,2.14
35,08:45,09:00,2023-12-15 08:45:00,9.25,60.53,7.59,5.18,0.0,5.18
36,09:00,09:15,2023-12-15 09:00:00,14.45,79.73,9.39,9.16,6.2,8.56
37,09:15,09:30,2023-12-15 09:15:00,19.75,94.93,10.87,12.36,10.79,11.06
38,09:30,09:45,2023-12-15 09:30:00,24.94,107.11,12.11,15.41,13.42,13.49
39,09:45,10:00,2023-12-15 09:45:00,29.89,116.97,13.16,18.23,14.98,15.78
40,10:00,10:15,2023-12-15 10:00:00,34.49,125.02,14.04,20.76,16.0,17.84
41,10:15,10:30,2023-12-15 10:15:00,38.67,131.57,14.79,22.8,15.72,19.67
42,10:30,10:45,2023-12-15 10:30:00,42.38,136.88,15.41,24.45,15.02,21.24
43,10:45,11:00,2023-12-15 10:45:00,45.55,141.12,15.91,25.69,14.01,22.53
44,11:00,11:15,2023-12-15 11:00:00,48.16,144.4,16.31,26.53,12.78,23.52
45,11:15,11:30,2023-12-15 11:15:00,50.17,146.83,16.61,25.33,6.91,23.65
46,11:30,11:45,2023-12-15 11:30:00,51.57,148.45,16.81,23.5,2.42,22.9
47,11:45,12:00,2023-12-15 11:45:00,52.34,149.32,16.92,21.1,0.0,21.1
48,12:00,12:15,2023-12-15 12:00:00,52.46,149.47,16.94,18.22,0.0,18.22
49,12:15,12:30,2023-12-15 12:15:00,51.96,148.89,16.87,16.82,0.0,16.82
50,12:30,12:45,2023-12-15 12:30:00,50.81,147.57,16.7,15.23,0.0,15.23
51,12:45,13:00,2023-12-15 12:45:00,49.05,145.48,16.44,13.5,0.0,13.5
52,13:00,13:15,2023-12-15 13:00:00,46.68,142.56,16.09,11.67,0.0,11.67
53,13:15,13:30,2023-12-15 13:15:00,43.73,138.72,15.63,10.93,0.0,10.93
54,13:30,13:45,2023-12-15 13:30:00,40.24,133.87,15.05,10.06,0.0,10.06
55,13:45,14:00,2023-12-15 13:45:00,36.24,127.84,14.36,9.06,0.0,9.06
56,14:00,14:15,2023-12-15 14:00:00,31.8,120.44,13.54,7.95,0.0,7.95
57,14:15,14:30,2023-12-15 14:15:00,26.98,111.33,12.56,10.88,0.0,10.88
58,14:30,14:45,2023-12-15 14:30:00,21.87,100.14,11.4,11.66,3.56,11.19
59,14:45,15:00,2023-12-15 14:45:00,16.6,86.25,10.02,10.64,9.52,9.63
60,15:00,15:15,2023-12-15 15:00:00,11.33,68.8,8.36,8.28,10.21,7.44
61,15:15,15:30,2023-12-15 15:15:00,6.34,46.67,6.33,4.88,0.0,4.88
62,15:30,15:45,2023-12-15 15:30:00,2.14,19.35,3.72,1.72,0.0,1.72
63,15:45,16:00,2023-12-15 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
64,16:00,16:15,2023-12-15 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
65,16:15,16:30,2023-12-15 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
66,16:30,16:45,2023-12-15 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
67,16:45,17:00,2023-12-15 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
68,17:00,17:15,2023-12-15 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
69,17:15,17:30,2023-12-15 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
70,17:30,17:45,2023-12-15 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
71,17:45,18:00,2023-12-15 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
72,18:00,18:15,2023-12-15 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
73,18:15,18:30,2023-12-15 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
74,18:30,18:45,2023-12-15 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
75,18:45,19:00,2023-12-15 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
76,19:00,19:15,2023-12-15 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
77,19:15,19:30,2023-12-15 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
78,19:30,19:45,2023-12-15 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
79,19:45,20:00,2023-12-15 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
80,20:00,20:15,2023-12-15 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
81,20:15,20:30,2023-12-15 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
82,20:30,20:45,2023-12-15 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
83,20:45,21:00,2023-12-15 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
84,21:00,21:15,2023-12-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
85,21:15,21:30,2023-12-15 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
86,21:30,21:45,2023-12-15 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
87,21:45,22:00,2023-12-15 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
88,22:00,22:15,2023-12-15 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
89,22:15,22:30,2023-12-15 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
90,22:30,22:45,2023-12-15 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
