,start,end,start_time,clear_sky_ghi,clear_sky_dni,clear_sky_dhi,cloudy_sky_ghi,cloudy_sky_dni,cloudy_sky_dhi
39,09:45,10:00,2024-01-01 09:45:00,28.28,114.82,12.77,22.42,49.66,14.66
40,10:00,10:15,2024-01-01 10:00:00,33.15,123.69,13.73,25.39,52.24,16.19
41,10:15,10:30,2024-01-01 10:15:00,37.64,130.94,14.54,28.18,51.88,18.11
42,10:30,10:45,2024-01-01 10:30:00,41.66,136.84,15.21,30.44,42.49,21.52
43,10:45,11:00,2024-01-01 10:45:00,45.18,141.59,15.77,32.14,40.15,23.18
44,11:00,11:15,2024-01-01 11:00:00,48.14,145.34,16.22,33.29,37.15,24.58
45,11:15,11:30,2024-01-01 11:15:00,50.51,148.21,16.57,34.24,35.13,25.68
46,11:30,11:45,2024-01-01 11:30:00,52.28,150.25,16.82,34.69,32.78,26.49
47,11:45,12:00,2024-01-01 11:45:00,53.42,151.54,16.98,34.66,30.19,26.98
48,12:00,12:15,2024-01-01 12:00:00,53.91,152.09,17.05,34.16,27.43,27.13
49,12:15,12:30,2024-01-01 12:15:00,53.76,151.93,17.03,29.86,14.52,26.14
50,12:30,12:45,2024-01-01 12:30:00,52.97,151.05,16.92,24.68,3.55,23.78
51,12:45,13:00,2024-01-01 12:45:00,51.54,149.43,16.71,18.78,0.0,18.78
52,13:00,13:15,2024-01-01 13:00:00,49.49,147.02,16.42,12.37,0.0,12.37
53,13:15,13:30,2024-01-01 13:15:00,46.84,143.76,16.02,11.71,0.0,11.71
54,13:30,13:45,2024-01-01 13:30:00,43.62,139.57,15.52,10.91,0.0,10.91
55,13:45,14:00,2024-01-01 13:45:00,39.87,134.32,14.91,9.97,0.0,9.97
56,14:00,14:15,2024-01-01 14:00:00,35.62,127.83,14.17,8.91,0.0,8.91
57,14:15,14:30,2024-01-01 14:15:00,30.95,119.87,13.3,7.74,0.0,7.74
58,14:30,14:45,2024-01-01 14:30:00,25.93,110.11,12.27,6.48,0.0,6.48
59,14:45,15:00,2024-01-01 14:45:00,20.65,98.07,11.04,5.16,0.0,5.16
60,15:00,15:15,2024-01-01 15:00:00,15.25,83.04,9.59,3.81,0.0,3.81
61,15:15,15:30,2024-01-01 15:15:00,9.93,64.04,7.82,2.48,0.0,2.48
62,15:30,15:45,2024-01-01 15:30:00,5.02,39.81,5.63,1.26,0.0,1.26
63,15:45,16:00,2024-01-01 15:45:00,1.17,11.0,2.76,0.29,0.0,0.29
64,16:00,16:15,2024-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
65,16:15,16:30,2024-01-01 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
66,16:30,16:45,2024-01-01 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
67,16:45,17:00,2024-01-01 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
68,17:00,17:15,2024-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
69,17:15,17:30,2024-01-01 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
70,17:30,17:45,2024-01-01 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
71,17:45,18:00,2024-01-01 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
72,18:00,18:15,2024-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
73,18:15,18:30,2024-01-01 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
74,18:30,18:45,2024-01-01 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
75,18:45,19:00,2024-01-01 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
76,19:00,19:15,2024-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
77,19:15,19:30,2024-01-01 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
78,19:30,19:45,2024-01-01 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
79,19:45,20:00,2024-01-01 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
80,20:00,20:15,2024-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
81,20:15,20:30,2024-01-01 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
82,20:30,20:45,2024-01-01 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
83,20:45,21:00,2024-01-01 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
84,21:00,21:15,2024-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
85,21:15,21:30,2024-01-01 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
86,21:30,21:45,2024-01-01 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
87,21:45,22:00,2024-01-01 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
88,22:00,22:15,2024-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
89,22:15,22:30,2024-01-01 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
90,22:30,22:45,2024-01-01 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
91,22:45,23:00,2024-01-01 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
92,23:00,23:15,2024-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
93,23:15,23:30,2024-01-01 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
94,23:30,23:45,2024-01-01 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
95,23:45,00:00,2024-01-01 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
