,start,end,start_time,clear_sky_ghi,clear_sky_dni,clear_sky_dhi,cloudy_sky_ghi,cloudy_sky_dni,cloudy_sky_dhi
63,15:45,16:00,2023-12-20 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
64,16:00,16:15,2023-12-20 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
65,16:15,16:30,2023-12-20 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
66,16:30,16:45,2023-12-20 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
67,16:45,17:00,2023-12-20 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
68,17:00,17:15,2023-12-20 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
69,17:15,17:30,2023-12-20 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
70,17:30,17:45,2023-12-20 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
71,17:45,18:00,2023-12-20 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
72,18:00,18:15,2023-12-20 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
73,18:15,18:30,2023-12-20 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
74,18:30,18:45,2023-12-20 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
75,18:45,19:00,2023-12-20 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
76,19:00,19:15,2023-12-20 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
77,19:15,19:30,2023-12-20 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
78,19:30,19:45,2023-12-20 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
79,19:45,20:00,2023-12-20 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
80,20:00,20:15,2023-12-20 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
81,20:15,20:30,2023-12-20 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
82,20:30,20:45,2023-12-20 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
83,20:45,21:00,2023-12-20 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
84,21:00,21:15,2023-12-20 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
85,21:15,21:30,2023-12-20 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
86,21:30,21:45,2023-12-20 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
87,21:45,22:00,2023-12-20 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
88,22:00,22:15,2023-12-20 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
89,22:15,22:30,2023-12-20 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
90,22:30,22:45,2023-12-20 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
91,22:45,23:00,2023-12-20 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
92,23:00,23:15,2023-12-20 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
93,23:15,23:30,2023-12-20 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
94,23:30,23:45,2023-12-20 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
95,23:45,00:00,2023-12-20 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
