,start,end,start_time,clear_sky_ghi,clear_sky_dni,clear_sky_dhi,cloudy_sky_ghi,cloudy_sky_dni,cloudy_sky_dhi
37,09:15,09:30,2023-12-23 09:15:00,17.86,90.4,10.34,4.47,0.0,4.47
38,09:30,09:45,2023-12-23 09:30:00,23.08,103.54,11.65,5.77,0.0,5.77
39,09:45,10:00,2023-12-23 09:45:00,28.09,114.14,12.75,7.02,0.0,7.02
40,10:00,10:15,2023-12-23 10:00:00,32.79,122.76,13.68,8.2,0.0,8.2
41,10:15,10:30,2023-12-23 10:15:00,37.09,129.78,14.46,9.27,0.0,9.27
42,10:30,10:45,2023-12-23 10:30:00,40.92,135.47,15.12,10.23,0.0,10.23
43,10:45,11:00,2023-12-23 10:45:00,44.23,140.03,15.65,11.06,0.0,11.06
44,11:00,11:15,2023-12-23 11:00:00,46.99,143.59,16.08,11.75,0.0,11.75
45,11:15,11:30,2023-12-23 11:15:00,49.17,146.28,16.4,14.44,0.0,14.44
46,11:30,11:45,2023-12-23 11:30:00,50.73,148.15,16.63,17.02,0.0,17.02
47,11:45,12:00,2023-12-23 11:45:00,51.67,149.25,16.76,19.41,0.0,19.41
48,12:00,12:15,2023-12-23 12:00:00,51.97,149.6,16.81,21.52,0.0,21.52
49,12:15,12:30,2023-12-23 12:15:00,51.64,149.21,16.76,19.4,0.0,19.4
50,12:30,12:45,2023-12-23 12:30:00,50.66,148.08,16.62,17.0,0.0,17.0
51,12:45,13:00,2023-12-23 12:45:00,49.06,146.17,16.38,14.41,0.0,14.41
52,13:00,13:15,2023-12-23 13:00:00,46.85,143.44,16.05,11.71,0.0,11.71
53,13:15,13:30,2023-12-23 13:15:00,44.06,139.82,15.62,11.01,0.0,11.01
54,13:30,13:45,2023-12-23 13:30:00,40.71,135.2,15.08,10.18,0.0,10.18
55,13:45,14:00,2023-12-23 13:45:00,36.85,129.43,14.42,9.21,0.0,9.21
56,14:00,14:15,2023-12-23 14:00:00,32.53,122.33,13.63,8.13,0.0,8.13
57,14:15,14:30,2023-12-23 14:15:00,27.81,113.61,12.69,6.95,0.0,6.95
58,14:30,14:45,2023-12-23 14:30:00,22.78,102.89,11.58,5.7,0.0,5.7
59,14:45,15:00,2023-12-23 14:45:00,17.56,89.59,10.26,4.39,0.0,4.39
60,15:00,15:15,2023-12-23 15:00:00,12.29,72.89,8.67,3.07,0.0,3.07
61,15:15,15:30,2023-12-23 15:15:00,7.24,51.67,6.73,1.86,0.0,1.86
62,15:30,15:45,2023-12-23 15:30:00,2.84,25.04,4.26,0.75,0.0,0.75
63,15:45,16:00,2023-12-23 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
64,16:00,16:15,2023-12-23 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
65,16:15,16:30,2023-12-23 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
66,16:30,16:45,2023-12-23 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
67,16:45,17:00,2023-12-23 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
68,17:00,17:15,2023-12-23 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
69,17:15,17:30,2023-12-23 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
70,17:30,17:45,2023-12-23 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
71,17:45,18:00,2023-12-23 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
72,18:00,18:15,2023-12-23 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
73,18:15,18:30,2023-12-23 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
74,18:30,18:45,2023-12-23 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
75,18:45,19:00,2023-12-23 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
76,19:00,19:15,2023-12-23 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
77,19:15,19:30,2023-12-23 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
78,19:30,19:45,2023-12-23 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
79,19:45,20:00,2023-12-23 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
80,20:00,20:15,2023-12-23 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
81,20:15,20:30,2023-12-23 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
82,20:30,20:45,2023-12-23 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
83,20:45,21:00,2023-12-23 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
84,21:00,21:15,2023-12-23 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
85,21:15,21:30,2023-12-23 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
86,21:30,21:45,2023-12-23 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
87,21:45,22:00,2023-12-23 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
88,22:00,22:15,2023-12-23 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
89,22:15,22:30,2023-12-23 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
90,22:30,22:45,2023-12-23 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
91,22:45,23:00,2023-12-23 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
92,23:00,23:15,2023-12-23 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
93,23:15,23:30,2023-12-23 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
94,23:30,23:45,2023-12-23 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
95,23:45,00:00,2023-12-23 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
