datetime,power
2023-12-19 00:00:00+00:00,0.083811
2023-12-19 00:00:01+00:00,0.084018
2023-12-19 00:00:02+00:00,0.082615
2023-12-19 00:00:03+00:00,0.084671
2023-12-19 00:00:04+00:00,0.082232
2023-12-19 00:00:05+00:00,0.084795
2023-12-19 00:00:06+00:00,0.082268
2023-12-19 00:00:07+00:00,0.084585
2023-12-19 00:00:08+00:00,0.082754
2023-12-19 00:00:09+00:00,0.08396
2023-12-19 00:00:10+00:00,0.083417
2023-12-19 00:00:11+00:00,0.083197
2023-12-19 00:00:12+00:00,0.084123
2023-12-19 00:00:13+00:00,0.082517
2023-12-19 00:00:14+00:00,0.084377
2023-12-19 00:00:15+00:00,0.082357
2023-12-19 00:00:16+00:00,0.084442
2023-12-19 00:00:17+00:00,0.082364
2023-12-19 00:00:18+00:00,0.084532
2023-12-19 00:00:19+00:00,0.082286
2023-12-19 00:00:20+00:00,0.084504
2023-12-19 00:00:21+00:00,0.082359
2023-12-19 00:00:22+00:00,0.084015
2023-12-19 00:00:23+00:00,0.082823
2023-12-19 00:00:24+00:00,0.083991
2023-12-19 00:00:25+00:00,0.08256
2023-12-19 00:00:26+00:00,0.084193
2023-12-19 00:00:27+00:00,0.08249
2023-12-19 00:00:28+00:00,0.084363
2023-12-19 00:00:29+00:00,0.08238
2023-12-19 00:00:30+00:00,0.084198
2023-12-19 00:00:31+00:00,0.08232
2023-12-19 00:00:32+00:00,0.084181
2023-12-19 00:00:33+00:00,0.082354
2023-12-19 00:00:34+00:00,0.084056
2023-12-19 00:00:35+00:00,0.082301
2023-12-19 00:00:36+00:00,0.08381
2023-12-19 00:00:37+00:00,0.082305
2023-12-19 00:00:38+00:00,0.083834
2023-12-19 00:00:39+00:00,0.082362
2023-12-19 00:00:40+00:00,0.083877
2023-12-19 00:00:41+00:00,0.082311
2023-12-19 00:00:42+00:00,0.083789
2023-12-19 00:00:43+00:00,0.082393
2023-12-19 00:00:44+00:00,0.083722
2023-12-19 00:00:45+00:00,0.082672
2023-12-19 00:00:46+00:00,0.08377
2023-12-19 00:00:47+00:00,0.082995
2023-12-19 00:00:48+00:00,0.083487
2023-12-19 00:00:49+00:00,0.0831
2023-12-19 00:00:50+00:00,0.083386
2023-12-19 00:00:51+00:00,0.083303
2023-12-19 00:00:52+00:00,0.083284
2023-12-19 00:00:53+00:00,0.083252
2023-12-19 00:00:54+00:00,0.083355
2023-12-19 00:00:55+00:00,0.083201
2023-12-19 00:00:56+00:00,0.083245
2023-12-19 00:00:57+00:00,0.083339
2023-12-19 00:00:58+00:00,0.083098
2023-12-19 00:00:59+00:00,0.083616
2023-12-19 00:01:00+00:00,0.082695
2023-12-19 00:01:01+00:00,0.083997
2023-12-19 00:01:02+00:00,0.082315
2023-12-19 00:01:03+00:00,0.084255
2023-12-19 00:01:04+00:00,0.082176
2023-12-19 00:01:05+00:00,0.084382
2023-12-19 00:01:06+00:00,0.081937
2023-12-19 00:01:07+00:00,0.084386
2023-12-19 00:01:08+00:00,0.082111
2023-12-19 00:01:09+00:00,0.084162
2023-12-19 00:01:10+00:00,0.082639
2023-12-19 00:01:11+00:00,0.083371
2023-12-19 00:01:12+00:00,0.083641
2023-12-19 00:01:13+00:00,0.08233
2023-12-19 00:01:14+00:00,0.084353
2023-12-19 00:01:15+00:00,0.081941
2023-12-19 00:01:16+00:00,0.08393
2023-12-19 00:01:17+00:00,0.08269
2023-12-19 00:01:18+00:00,0.082771
2023-12-19 00:01:19+00:00,0.083782
2023-12-19 00:01:20+00:00,0.081778
2023-12-19 00:01:21+00:00,0.084006
2023-12-19 00:01:23+00:00,0.0839
2023-12-19 00:01:24+00:00,0.081867
2023-12-19 00:01:25+00:00,0.084232
2023-12-19 00:01:26+00:00,0.082074
2023-12-19 00:01:27+00:00,0.084215
2023-12-19 00:01:28+00:00,0.082731
2023-12-19 00:01:29+00:00,0.083665
2023-12-19 00:01:30+00:00,0.083205
2023-12-19 00:01:31+00:00,0.083189
2023-12-19 00:01:32+00:00,0.083222
2023-12-19 00:01:33+00:00,0.083053
2023-12-19 00:01:34+00:00,0.083344
2023-12-19 00:01:35+00:00,0.082998
2023-12-19 00:01:36+00:00,0.083593
2023-12-19 00:01:37+00:00,0.083105
2023-12-19 00:01:38+00:00,0.083762
2023-12-19 00:01:39+00:00,0.08297
2023-12-19 00:01:40+00:00,0.083931
2023-12-19 00:01:41+00:00,0.082602
2023-12-19 00:01:42+00:00,0.084266
2023-12-19 00:01:43+00:00,0.082301
2023-12-19 00:01:44+00:00,0.084534
2023-12-19 00:01:45+00:00,0.082074
2023-12-19 00:01:46+00:00,0.084577
2023-12-19 00:01:47+00:00,0.082088
2023-12-19 00:01:48+00:00,0.084605
2023-12-19 00:01:49+00:00,0.082134
2023-12-19 00:01:50+00:00,0.084557
2023-12-19 00:01:51+00:00,0.08217
2023-12-19 00:01:52+00:00,0.084575
2023-12-19 00:01:53+00:00,0.082169
2023-12-19 00:01:54+00:00,0.084579
2023-12-19 00:01:55+00:00,0.082238
2023-12-19 00:01:56+00:00,0.084578
2023-12-19 00:01:57+00:00,0.082038
2023-12-19 00:01:58+00:00,0.084299
2023-12-19 00:01:59+00:00,0.081987
2023-12-19 00:02:00+00:00,0.084225
2023-12-19 00:02:01+00:00,0.082048
2023-12-19 00:02:02+00:00,0.083888
2023-12-19 00:02:03+00:00,0.082208
2023-12-19 00:02:04+00:00,0.083775
2023-12-19 00:02:05+00:00,0.08278
2023-12-19 00:02:06+00:00,0.082845
2023-12-19 00:02:07+00:00,0.08382
2023-12-19 00:02:08+00:00,0.081959
2023-12-19 00:02:09+00:00,0.084131
2023-12-19 00:02:10+00:00,0.082546
2023-12-19 00:02:11+00:00,0.082799
2023-12-19 00:02:12+00:00,0.083995
2023-12-19 00:02:13+00:00,0.081936
2023-12-19 00:02:14+00:00,0.083917
2023-12-19 00:02:15+00:00,0.08298
2023-12-19 00:02:16+00:00,0.0825
2023-12-19 00:02:17+00:00,0.084111
2023-12-19 00:02:18+00:00,0.081918
2023-12-19 00:02:19+00:00,0.083961
2023-12-19 00:02:20+00:00,0.082834
2023-12-19 00:02:21+00:00,0.082774
2023-12-19 00:02:22+00:00,0.083964
