datetime,power
2023-12-20 00:00:00+00:00,0.084885
2023-12-20 00:00:01+00:00,0.084002
2023-12-20 00:00:02+00:00,0.08391
2023-12-20 00:00:03+00:00,0.084615
2023-12-20 00:00:04+00:00,0.083425
2023-12-20 00:00:05+00:00,0.085093
2023-12-20 00:00:06+00:00,0.08308
2023-12-20 00:00:07+00:00,0.08546
2023-12-20 00:00:08+00:00,0.082909
2023-12-20 00:00:09+00:00,0.08537
2023-12-20 00:00:10+00:00,0.082832
2023-12-20 00:00:11+00:00,0.085183
2023-12-20 00:00:12+00:00,0.083116
2023-12-20 00:00:13+00:00,0.084954
2023-12-20 00:00:14+00:00,0.083324
2023-12-20 00:00:15+00:00,0.084574
2023-12-20 00:00:16+00:00,0.08383
2023-12-20 00:00:17+00:00,0.084188
2023-12-20 00:00:18+00:00,0.084075
2023-12-20 00:00:19+00:00,0.084076
2023-12-20 00:00:20+00:00,0.084195
2023-12-20 00:00:21+00:00,0.083937
2023-12-20 00:00:22+00:00,0.084455
2023-12-20 00:00:23+00:00,0.083516
2023-12-20 00:00:24+00:00,0.084676
2023-12-20 00:00:25+00:00,0.083481
2023-12-20 00:00:26+00:00,0.0848
2023-12-20 00:00:27+00:00,0.083263
2023-12-20 00:00:28+00:00,0.084839
2023-12-20 00:00:29+00:00,0.083264
2023-12-20 00:00:30+00:00,0.084787
2023-12-20 00:00:31+00:00,0.083305
2023-12-20 00:00:32+00:00,0.084634
2023-12-20 00:00:33+00:00,0.083035
2023-12-20 00:00:34+00:00,0.084587
2023-12-20 00:00:35+00:00,0.083141
2023-12-20 00:00:36+00:00,0.084521
2023-12-20 00:00:37+00:00,0.083096
2023-12-20 00:00:38+00:00,0.084715
2023-12-20 00:00:39+00:00,0.083234
2023-12-20 00:00:40+00:00,0.084799
2023-12-20 00:00:41+00:00,0.08301
2023-12-20 00:00:42+00:00,0.084961
2023-12-20 00:00:43+00:00,0.083049
2023-12-20 00:00:44+00:00,0.084999
2023-12-20 00:00:45+00:00,0.082954
2023-12-20 00:00:46+00:00,0.085013
2023-12-20 00:00:47+00:00,0.082956
2023-12-20 00:00:48+00:00,0.084955
2023-12-20 00:00:49+00:00,0.083038
2023-12-20 00:00:50+00:00,0.084799
2023-12-20 00:00:51+00:00,0.083325
2023-12-20 00:00:52+00:00,0.084585
2023-12-20 00:00:53+00:00,0.083557
2023-12-20 00:00:54+00:00,0.084071
2023-12-20 00:00:55+00:00,0.08368
2023-12-20 00:00:56+00:00,0.08405
2023-12-20 00:00:57+00:00,0.083894
2023-12-20 00:00:58+00:00,0.083904
2023-12-20 00:01:00+00:00,0.08267
2023-12-20 00:01:01+00:00,0.085181
2023-12-20 00:01:02+00:00,0.082624
2023-12-20 00:01:03+00:00,0.085039
2023-12-20 00:01:04+00:00,0.082832
2023-12-20 00:01:05+00:00,0.084816
2023-12-20 00:01:06+00:00,0.082969
2023-12-20 00:01:07+00:00,0.084701
2023-12-20 00:01:08+00:00,0.083278
2023-12-20 00:01:09+00:00,0.084379
2023-12-20 00:01:10+00:00,0.083454
2023-12-20 00:01:11+00:00,0.08362
2023-12-20 00:01:12+00:00,0.083986
2023-12-20 00:01:13+00:00,0.083586
2023-12-20 00:01:14+00:00,0.084347
2023-12-20 00:01:15+00:00,0.082855
2023-12-20 00:01:16+00:00,0.084824
2023-12-20 00:01:17+00:00,0.082578
2023-12-20 00:01:18+00:00,0.085033
2023-12-20 00:01:19+00:00,0.082494
2023-12-20 00:01:20+00:00,0.084826
2023-12-20 00:01:21+00:00,0.082823
2023-12-20 00:01:22+00:00,0.084535
2023-12-20 00:01:23+00:00,0.083578
2023-12-20 00:01:24+00:00,0.083844
2023-12-20 00:01:25+00:00,0.08442
2023-12-20 00:01:26+00:00,0.083125
2023-12-20 00:01:27+00:00,0.084973
2023-12-20 00:01:28+00:00,0.082711
2023-12-20 00:01:29+00:00,0.085052
2023-12-20 00:01:30+00:00,0.082798
2023-12-20 00:01:31+00:00,0.084784
2023-12-20 00:01:32+00:00,0.083375
