datetime,power
2023-12-23 00:00:00+00:00,0.081767
2023-12-23 00:00:01+00:00,0.08358
2023-12-23 00:00:02+00:00,0.082755
2023-12-23 00:00:03+00:00,0.082206
2023-12-23 00:00:04+00:00,0.083693
2023-12-23 00:00:05+00:00,0.081333
2023-12-23 00:00:06+00:00,0.083683
2023-12-23 00:00:07+00:00,0.0817
2023-12-23 00:00:08+00:00,0.083098
2023-12-23 00:00:09+00:00,0.083287
2023-12-23 00:00:10+00:00,0.08249
2023-12-23 00:00:11+00:00,0.084122
2023-12-23 00:00:12+00:00,0.081994
2023-12-23 00:00:13+00:00,0.084371
2023-12-23 00:00:14+00:00,0.081866
2023-12-23 00:00:15+00:00,0.084303
2023-12-23 00:00:16+00:00,0.082221
2023-12-23 00:00:17+00:00,0.083783
2023-12-23 00:00:18+00:00,0.082825
2023-12-23 00:00:19+00:00,0.08318
2023-12-23 00:00:20+00:00,0.083393
2023-12-23 00:00:21+00:00,0.082625
2023-12-23 00:00:22+00:00,0.083862
2023-12-23 00:00:23+00:00,0.082315
2023-12-23 00:00:24+00:00,0.084107
2023-12-23 00:00:25+00:00,0.082033
2023-12-23 00:00:26+00:00,0.084232
2023-12-23 00:00:27+00:00,0.081856
2023-12-23 00:00:28+00:00,0.084416
2023-12-23 00:00:29+00:00,0.081882
2023-12-23 00:00:30+00:00,0.084384
2023-12-23 00:00:31+00:00,0.081988
2023-12-23 00:00:32+00:00,0.084239
2023-12-23 00:00:33+00:00,0.082106
2023-12-23 00:00:34+00:00,0.084097
2023-12-23 00:00:35+00:00,0.082437
2023-12-23 00:00:36+00:00,0.083712
2023-12-23 00:00:37+00:00,0.082646
2023-12-23 00:00:38+00:00,0.083427
2023-12-23 00:00:39+00:00,0.082853
2023-12-23 00:00:40+00:00,0.083236
2023-12-23 00:00:42+00:00,0.083509
2023-12-23 00:00:43+00:00,0.082563
2023-12-23 00:00:44+00:00,0.083778
2023-12-23 00:00:45+00:00,0.082147
2023-12-23 00:00:46+00:00,0.084008
2023-12-23 00:00:47+00:00,0.082059
