datetime,power
2023-12-18 10:29:13+00:00,0.548004
2023-12-18 10:29:14+00:00,0.537672
2023-12-18 10:29:15+00:00,0.550742
2023-12-18 10:29:16+00:00,0.542803
2023-12-18 10:29:17+00:00,0.543159
2023-12-18 10:29:18+00:00,0.551567
2023-12-18 10:29:19+00:00,0.538046
2023-12-18 10:29:20+00:00,0.545193
2023-12-18 10:29:21+00:00,0.551834
2023-12-18 10:29:22+00:00,0.537878
2023-12-18 10:29:23+00:00,2.223986
2023-12-18 10:29:24+00:00,1.205086
2023-12-18 10:29:25+00:00,0.594201
2023-12-18 10:29:26+00:00,0.560385
2023-12-18 10:29:27+00:00,1.202803
2023-12-18 10:29:28+00:00,1.422009
2023-12-18 10:29:29+00:00,1.405434
2023-12-18 10:29:30+00:00,1.099167
2023-12-18 10:29:31+00:00,0.626818
2023-12-18 10:29:32+00:00,0.61786
2023-12-18 10:29:33+00:00,0.626264
2023-12-18 10:29:34+00:00,0.657864
2023-12-18 10:29:35+00:00,0.691255
2023-12-18 10:29:36+00:00,0.687639
2023-12-18 10:29:37+00:00,0.698386
2023-12-18 10:29:38+00:00,0.689554
2023-12-18 10:29:39+00:00,0.687268
2023-12-18 10:29:40+00:00,0.700119
2023-12-18 10:29:41+00:00,0.695066
2023-12-18 10:29:42+00:00,0.687739
2023-12-18 10:29:43+00:00,0.696659
2023-12-18 10:29:44+00:00,0.700418
2023-12-18 10:29:45+00:00,0.690732
2023-12-18 10:29:46+00:00,0.703389
2023-12-18 10:29:47+00:00,0.724838
2023-12-18 10:29:48+00:00,0.719486
2023-12-18 10:29:49+00:00,0.725903
2023-12-18 10:29:50+00:00,0.729265
2023-12-18 10:29:51+00:00,0.725744
2023-12-18 10:29:52+00:00,0.715576
2023-12-18 10:29:53+00:00,0.719226
2023-12-18 10:29:54+00:00,0.726451
2023-12-18 10:29:55+00:00,0.692582
2023-12-18 10:29:56+00:00,0.679438
2023-12-18 10:29:57+00:00,0.687903
2023-12-18 10:29:58+00:00,0.679005
2023-12-18 10:29:59+00:00,0.673477
2023-12-18 10:30:00+00:00,0.677779
2023-12-18 10:30:01+00:00,0.683283
2023-12-18 10:30:02+00:00,0.672689
2023-12-18 10:30:03+00:00,0.672365
