datetime,power
2023-12-14 00:00:00+00:00,0.80843
2023-12-14 00:00:01+00:00,0.795156
2023-12-14 00:00:02+00:00,0.81369
2023-12-14 00:00:03+00:00,0.794045
2023-12-14 00:00:04+00:00,0.81453
2023-12-14 00:00:05+00:00,0.793172
2023-12-14 00:00:06+00:00,0.8077
2023-12-14 00:00:07+00:00,0.801742
2023-12-14 00:00:08+00:00,0.804332
2023-12-14 00:00:09+00:00,0.810787
2023-12-14 00:00:10+00:00,0.793157
2023-12-14 00:00:11+00:00,0.814336
2023-12-14 00:00:12+00:00,0.795775
2023-12-14 00:00:13+00:00,0.806618
2023-12-14 00:00:14+00:00,0.806079
2023-12-14 00:00:15+00:00,0.795313
2023-12-14 00:00:16+00:00,0.814138
2023-12-14 00:00:17+00:00,0.793955
2023-12-14 00:00:18+00:00,0.807541
2023-12-14 00:00:19+00:00,0.803561
2023-12-14 00:00:20+00:00,0.794613
2023-12-14 00:00:21+00:00,0.813953
2023-12-14 00:00:22+00:00,0.792096
2023-12-14 00:00:23+00:00,0.809203
2023-12-14 00:00:24+00:00,0.800791
2023-12-14 00:00:25+00:00,0.799258
2023-12-14 00:00:26+00:00,0.809369
2023-12-14 00:00:27+00:00,0.791614
2023-12-14 00:00:28+00:00,0.812996
2023-12-14 00:00:29+00:00,0.797049
2023-12-14 00:00:30+00:00,0.806279
2023-12-14 00:00:31+00:00,0.806166
2023-12-14 00:00:32+00:00,0.79855
2023-12-14 00:00:33+00:00,0.812784
2023-12-14 00:00:34+00:00,0.791506
2023-12-14 00:00:35+00:00,0.809896
2023-12-14 00:00:36+00:00,0.79931
2023-12-14 00:00:37+00:00,0.798341
2023-12-14 00:00:38+00:00,0.808853
2023-12-14 00:00:39+00:00,0.800838
2023-12-14 00:00:40+00:00,0.809153
2023-12-14 00:00:41+00:00,0.790819
2023-12-14 00:00:42+00:00,0.811246
2023-12-14 00:00:43+00:00,0.796046
2023-12-14 00:00:44+00:00,0.806193
2023-12-14 00:00:45+00:00,0.803421
2023-12-14 00:00:46+00:00,0.793514
2023-12-14 00:00:47+00:00,0.811754
2023-12-14 00:00:48+00:00,0.793241
2023-12-14 00:00:49+00:00,0.807993
2023-12-14 00:00:50+00:00,0.801928
2023-12-14 00:00:51+00:00,0.796645
2023-12-14 00:00:52+00:00,0.811097
2023-12-14 00:00:53+00:00,0.795496
2023-12-14 00:00:54+00:00,0.81203
2023-12-14 00:00:55+00:00,0.790127
2023-12-14 00:00:56+00:00,0.812876
2023-12-14 00:00:57+00:00,0.790436
2023-12-14 00:00:58+00:00,0.813192
2023-12-14 00:00:59+00:00,0.79235
2023-12-14 00:01:00+00:00,0.810314
2023-12-14 00:01:01+00:00,0.798633
2023-12-14 00:01:02+00:00,0.739721
2023-12-14 00:01:03+00:00,0.738074
2023-12-14 00:01:04+00:00,0.725443
2023-12-14 00:01:05+00:00,0.743475
2023-12-14 00:01:06+00:00,0.726589
2023-12-14 00:01:07+00:00,0.736518
2023-12-14 00:01:08+00:00,0.733141
2023-12-14 00:01:09+00:00,0.72715
2023-12-14 00:01:10+00:00,0.739373
2023-12-14 00:01:11+00:00,0.723328
2023-12-14 00:01:12+00:00,0.742259
2023-12-14 00:01:13+00:00,0.724357
2023-12-14 00:01:14+00:00,0.736794
2023-12-14 00:01:15+00:00,0.733018
2023-12-14 00:01:16+00:00,0.729023
2023-12-14 00:01:17+00:00,0.738011
2023-12-14 00:01:18+00:00,0.722604
2023-12-14 00:01:19+00:00,0.740778
2023-12-14 00:01:20+00:00,0.722699
2023-12-14 00:01:21+00:00,0.74126
2023-12-14 00:01:22+00:00,0.721882
2023-12-14 00:01:23+00:00,0.739122
2023-12-14 00:01:24+00:00,0.725884
2023-12-14 00:01:25+00:00,0.736509
2023-12-14 00:01:26+00:00,0.72872
2023-12-14 00:01:27+00:00,0.730743
2023-12-14 00:01:28+00:00,0.735324
2023-12-14 00:01:29+00:00,0.725503
2023-12-14 00:01:30+00:00,0.73983
2023-12-14 00:01:31+00:00,0.722116
2023-12-14 00:01:32+00:00,0.74144
2023-12-14 00:01:33+00:00,0.722455
2023-12-14 00:01:34+00:00,0.738697
2023-12-14 00:01:35+00:00,0.728353
2023-12-14 00:01:36+00:00,0.730686
2023-12-14 00:01:37+00:00,0.735108
2023-12-14 00:01:38+00:00,0.723894
2023-12-14 00:01:39+00:00,0.742917
2023-12-14 00:01:40+00:00,0.728561
2023-12-14 00:01:41+00:00,0.72841
2023-12-14 00:01:42+00:00,0.740628
2023-12-14 00:01:43+00:00,0.727586
2023-12-14 00:01:44+00:00,0.730339
2023-12-14 00:01:45+00:00,0.740676
2023-12-14 00:01:46+00:00,0.728302
2023-12-14 00:01:47+00:00,0.729282
2023-12-14 00:01:48+00:00,0.741581
2023-12-14 00:01:49+00:00,0.727173
2023-12-14 00:01:50+00:00,0.728455
2023-12-14 00:01:51+00:00,0.740265
2023-12-14 00:01:52+00:00,0.726497
2023-12-14 00:01:53+00:00,0.730286
2023-12-14 00:01:54+00:00,0.738918
2023-12-14 00:01:55+00:00,0.726936
2023-12-14 00:01:56+00:00,0.732832
2023-12-14 00:01:57+00:00,0.738341
2023-12-14 00:01:58+00:00,0.724072
2023-12-14 00:01:59+00:00,0.733537
2023-12-14 00:02:00+00:00,0.735018
2023-12-14 00:02:01+00:00,0.726071
2023-12-14 00:02:02+00:00,0.736352
2023-12-14 00:02:03+00:00,0.731706
2023-12-14 00:02:04+00:00,0.722708
2023-12-14 00:02:05+00:00,0.74134
2023-12-14 00:02:06+00:00,0.729361
2023-12-14 00:02:07+00:00,0.729823
2023-12-14 00:02:08+00:00,0.739227
2023-12-14 00:02:09+00:00,0.72596
2023-12-14 00:02:10+00:00,0.736528
2023-12-14 00:02:11+00:00,0.733348
2023-12-14 00:02:12+00:00,0.724237
2023-12-14 00:02:13+00:00,0.739866
2023-12-14 00:02:14+00:00,0.726075
2023-12-14 00:02:15+00:00,0.728167
2023-12-14 00:02:16+00:00,0.737879
2023-12-14 00:02:17+00:00,0.738479
2023-12-14 00:02:18+00:00,0.780912
2023-12-14 00:02:19+00:00,0.84642
2023-12-14 00:02:20+00:00,0.845813
2023-12-14 00:02:21+00:00,0.871066
2023-12-14 00:02:22+00:00,0.84785
2023-12-14 00:02:23+00:00,0.846557
2023-12-14 00:02:24+00:00,0.859274
2023-12-14 00:02:25+00:00,0.845821
2023-12-14 00:02:26+00:00,0.856666
2023-12-14 00:02:27+00:00,0.849564
2023-12-14 00:02:28+00:00,0.838531
2023-12-14 00:02:29+00:00,0.859583
2023-12-14 00:02:30+00:00,0.841597
2023-12-14 00:02:31+00:00,0.835218
2023-12-14 00:02:32+00:00,0.857581
2023-12-14 00:02:33+00:00,0.843059
2023-12-14 00:02:34+00:00,0.845412
2023-12-14 00:02:35+00:00,0.843716
2023-12-14 00:02:36+00:00,0.827936
2023-12-14 00:02:37+00:00,0.83656
2023-12-14 00:02:38+00:00,0.839149
2023-12-14 00:02:39+00:00,0.825499
2023-12-14 00:02:40+00:00,0.834164
2023-12-14 00:02:41+00:00,0.836376
2023-12-14 00:02:42+00:00,0.823535
2023-12-14 00:02:43+00:00,0.840876
2023-12-14 00:02:44+00:00,0.831496
2023-12-14 00:02:45+00:00,0.824745
2023-12-14 00:02:46+00:00,0.842307
2023-12-14 00:02:47+00:00,0.827441
2023-12-14 00:02:48+00:00,0.833767
2023-12-14 00:02:49+00:00,0.852077
2023-12-14 00:02:50+00:00,0.844066
2023-12-14 00:02:51+00:00,0.865293
2023-12-14 00:02:52+00:00,0.858788
2023-12-14 00:02:53+00:00,0.843225
2023-12-14 00:02:54+00:00,0.863999
2023-12-14 00:02:55+00:00,0.850432
2023-12-14 00:02:56+00:00,0.844628
2023-12-14 00:02:57+00:00,0.851763
2023-12-14 00:02:58+00:00,0.837305
2023-12-14 00:02:59+00:00,0.851255
2023-12-14 00:03:00+00:00,0.858971
2023-12-14 00:03:01+00:00,0.834809
2023-12-14 00:03:02+00:00,0.846074
2023-12-14 00:03:03+00:00,0.837328
2023-12-14 00:03:04+00:00,0.824886
2023-12-14 00:03:05+00:00,0.841255
2023-12-14 00:03:06+00:00,0.830123
2023-12-14 00:03:07+00:00,0.825063
2023-12-14 00:03:08+00:00,0.781504
2023-12-14 00:03:09+00:00,0.757397
2023-12-14 00:03:10+00:00,0.765127
2023-12-14 00:03:11+00:00,0.771487
2023-12-14 00:03:12+00:00,0.757687
2023-12-14 00:03:13+00:00,0.766768
2023-12-14 00:03:14+00:00,0.768529
2023-12-14 00:03:15+00:00,0.756671
2023-12-14 00:03:16+00:00,0.769826
2023-12-14 00:03:17+00:00,0.762791
2023-12-14 00:03:18+00:00,0.761189
2023-12-14 00:03:19+00:00,0.773796
2023-12-14 00:03:20+00:00,0.757238
2023-12-14 00:03:21+00:00,0.763564
2023-12-14 00:03:22+00:00,0.770374
2023-12-14 00:03:23+00:00,0.757594
2023-12-14 00:03:24+00:00,0.768784
2023-12-14 00:03:25+00:00,0.747743
2023-12-14 00:03:26+00:00,0.72733
2023-12-14 00:03:27+00:00,0.740752
2023-12-14 00:03:28+00:00,0.725221
2023-12-14 00:03:29+00:00,0.731862
2023-12-14 00:03:30+00:00,0.737645
2023-12-14 00:03:31+00:00,0.72468
2023-12-14 00:03:32+00:00,0.737302
2023-12-14 00:03:33+00:00,0.731537
2023-12-14 00:03:34+00:00,0.728362
2023-12-14 00:03:35+00:00,0.741052
2023-12-14 00:03:36+00:00,0.726277
2023-12-14 00:03:37+00:00,0.729633
2023-12-14 00:03:38+00:00,0.742425
2023-12-14 00:03:40+00:00,0.740581
2023-12-14 00:03:41+00:00,0.724171
2023-12-14 00:03:42+00:00,0.731694
2023-12-14 00:03:43+00:00,0.736672
2023-12-14 00:03:44+00:00,0.723866
2023-12-14 00:03:45+00:00,0.738081
2023-12-14 00:03:46+00:00,0.726284
2023-12-14 00:03:47+00:00,0.728918
2023-12-14 00:03:48+00:00,0.740333
2023-12-14 00:03:49+00:00,0.723486
