datetime,power
2023-12-19 00:00:00+00:00,0.372828
2023-12-19 00:00:01+00:00,0.380474
2023-12-19 00:00:02+00:00,0.368839
2023-12-19 00:00:03+00:00,0.373503
2023-12-19 00:00:04+00:00,0.359273
2023-12-19 00:00:05+00:00,0.370773
2023-12-19 00:00:06+00:00,0.361132
2023-12-19 00:00:07+00:00,0.367893
2023-12-19 00:00:08+00:00,0.362654
2023-12-19 00:00:09+00:00,0.365832
2023-12-19 00:00:10+00:00,0.368484
2023-12-19 00:00:11+00:00,0.363311
2023-12-19 00:00:12+00:00,0.365277
2023-12-19 00:00:13+00:00,0.361556
2023-12-19 00:00:14+00:00,0.366308
2023-12-19 00:00:15+00:00,0.360331
2023-12-19 00:00:16+00:00,0.369337
2023-12-19 00:00:17+00:00,0.361047
2023-12-19 00:00:18+00:00,0.375913
2023-12-19 00:00:19+00:00,0.365849
2023-12-19 00:00:20+00:00,0.369738
2023-12-19 00:00:21+00:00,0.366726
2023-12-19 00:00:22+00:00,0.376691
2023-12-19 00:00:23+00:00,0.368293
2023-12-19 00:00:24+00:00,0.373133
2023-12-19 00:00:25+00:00,0.366724
2023-12-19 00:00:26+00:00,0.367592
2023-12-19 00:00:27+00:00,0.362461
2023-12-19 00:00:28+00:00,0.362137
2023-12-19 00:00:29+00:00,0.363884
2023-12-19 00:00:30+00:00,0.362972
2023-12-19 00:00:31+00:00,0.365471
2023-12-19 00:00:32+00:00,0.363752
2023-12-19 00:00:33+00:00,0.373957
2023-12-19 00:00:34+00:00,0.361938
2023-12-19 00:00:35+00:00,0.368266
2023-12-19 00:00:36+00:00,0.358992
2023-12-19 00:00:37+00:00,0.369415
2023-12-19 00:00:38+00:00,0.361114
2023-12-19 00:00:39+00:00,0.370186
2023-12-19 00:00:40+00:00,0.356429
2023-12-19 00:00:41+00:00,0.36988
2023-12-19 00:00:42+00:00,0.363477
2023-12-19 00:00:43+00:00,0.370102
2023-12-19 00:00:44+00:00,0.360139
2023-12-19 00:00:45+00:00,0.367626
2023-12-19 00:00:46+00:00,0.364825
2023-12-19 00:00:47+00:00,0.364354
2023-12-19 00:00:48+00:00,0.364501
2023-12-19 00:00:49+00:00,0.359275
2023-12-19 00:00:50+00:00,0.367068
2023-12-19 00:00:51+00:00,0.361432
2023-12-19 00:00:52+00:00,0.366932
2023-12-19 00:00:53+00:00,0.360623
2023-12-19 00:00:54+00:00,0.368118
2023-12-19 00:00:55+00:00,0.358231
2023-12-19 00:00:56+00:00,0.370979
2023-12-19 00:00:57+00:00,0.357019
2023-12-19 00:00:58+00:00,0.368423
2023-12-19 00:00:59+00:00,0.355342
2023-12-19 00:01:00+00:00,0.370773
2023-12-19 00:01:01+00:00,0.360624
2023-12-19 00:01:02+00:00,0.370008
2023-12-19 00:01:03+00:00,0.360362
2023-12-19 00:01:04+00:00,0.360462
2023-12-19 00:01:05+00:00,0.364953
2023-12-19 00:01:06+00:00,0.355648
2023-12-19 00:01:07+00:00,0.36872
2023-12-19 00:01:08+00:00,0.358771
2023-12-19 00:01:09+00:00,0.367328
2023-12-19 00:01:10+00:00,0.36104
2023-12-19 00:01:11+00:00,0.364664
2023-12-19 00:01:12+00:00,0.366483
2023-12-19 00:01:13+00:00,0.356664
2023-12-19 00:01:14+00:00,0.366713
2023-12-19 00:01:15+00:00,0.363547
2023-12-19 00:01:16+00:00,0.369964
2023-12-19 00:01:17+00:00,0.358477
2023-12-19 00:01:18+00:00,0.368354
2023-12-19 00:01:19+00:00,0.358476
2023-12-19 00:01:20+00:00,0.364305
2023-12-19 00:01:21+00:00,0.365664
2023-12-19 00:01:22+00:00,0.356411
2023-12-19 00:01:23+00:00,0.366711
2023-12-19 00:01:24+00:00,0.359197
2023-12-19 00:01:25+00:00,0.367249
2023-12-19 00:01:26+00:00,0.36694
2023-12-19 00:01:27+00:00,0.359915
2023-12-19 00:01:28+00:00,0.368113
2023-12-19 00:01:29+00:00,0.356794
2023-12-19 00:01:30+00:00,0.371578
2023-12-19 00:01:31+00:00,0.358253
2023-12-19 00:01:32+00:00,0.370101
2023-12-19 00:01:33+00:00,0.361251
2023-12-19 00:01:34+00:00,0.368133
2023-12-19 00:01:35+00:00,0.36173
2023-12-19 00:01:36+00:00,0.365467
